,Time,Temp(f),Humidity,Wind Speed,Condition
0,2002-01-01 00:00:00,36.0,0.64,7.0,0.0
1,2002-01-01 01:00:00,36.0,0.57,8.0,0.0
2,2002-01-01 02:00:00,36.0,0.57,8.0,0.0
3,2002-01-01 03:00:00,36.0,0.57,6.0,0.0
4,2002-01-01 04:00:00,35.0,0.61,8.0,0.0
5,2002-01-01 05:00:00,34.0,0.64,5.0,0.0
6,2002-01-01 06:00:00,35.0,0.64,7.0,0.0
7,2002-01-01 07:00:00,34.0,0.64,9.0,0.0
8,2002-01-01 08:00:00,35.0,0.64,8.0,0.0
9,2002-01-01 09:00:00,37.0,0.59,10.0,0.0
10,2002-01-01 10:00:00,39.0,0.55,7.0,0.0
11,2002-01-01 11:00:00,39.0,0.55,7.0,0.0
12,2002-01-01 12:00:00,39.0,0.57,6.0,0.0
13,2002-01-01 13:00:00,40.0,0.58,12.0,0.0
14,2002-01-01 14:00:00,41.0,0.57,8.0,0.0
15,2002-01-01 15:00:00,40.0,0.58,12.0,0.0
16,2002-01-01 16:00:00,39.0,0.53,8.0,0.0
17,2002-01-01 17:00:00,39.0,0.5,9.0,0.0
18,2002-01-01 18:00:00,35.0,0.78,12.0,0.0
19,2002-01-01 19:00:00,35.0,0.82,12.0,0.0
20,2002-01-01 20:00:00,34.0,0.89,12.0,0.0
22,2002-01-01 22:00:00,33.0,0.92,8.5,0.0
23,2002-01-01 23:00:00,33.0,0.92,3.0,0.0
24,2002-01-02 00:00:00,32.0,0.96,3.0,0.0
25,2002-01-02 01:00:00,32.0,0.92,7.0,0.0
26,2002-01-02 02:00:00,31.0,0.96,6.0,0.0
27,2002-01-02 03:00:00,31.0,0.92,3.0,0.0
28,2002-01-02 04:00:00,31.0,0.85,3.0,0.0
29,2002-01-02 05:00:00,31.0,0.85,6.0,0.0
30,2002-01-02 06:00:00,33.0,0.66,6.0,0.0
31,2002-01-02 07:00:00,32.0,0.61,7.0,0.0
32,2002-01-02 08:00:00,33.0,0.54,6.0,0.0
33,2002-01-02 09:00:00,34.0,0.48,9.0,0.0
34,2002-01-02 10:00:00,39.0,0.38,10.0,0.0
35,2002-01-02 11:00:00,41.0,0.38,15.0,0.0
36,2002-01-02 12:00:00,42.0,0.4,15.0,0.0
37,2002-01-02 13:00:00,44.0,0.38,8.0,0.0
38,2002-01-02 14:00:00,45.0,0.39,12.0,0.0
39,2002-01-02 15:00:00,43.0,0.43,8.0,0.0
40,2002-01-02 16:00:00,42.0,0.45,8.0,0.0
41,2002-01-02 17:00:00,40.0,0.51,7.0,0.0
42,2002-01-02 18:00:00,38.0,0.57,3.0,0.0
43,2002-01-02 19:00:00,37.0,0.62,5.0,0.0
44,2002-01-02 20:00:00,36.0,0.67,7.0,0.0
45,2002-01-02 21:00:00,34.0,0.79,8.0,0.0
46,2002-01-02 22:00:00,33.0,0.78,6.0,0.0
47,2002-01-02 23:00:00,31.0,0.79,0.0,0.0
48,2002-01-03 00:00:00,29.0,0.89,3.0,0.0
49,2002-01-03 01:00:00,28.0,0.85,0.0,0.0
50,2002-01-03 02:00:00,27.0,0.89,0.0,0.0
51,2002-01-03 03:00:00,27.0,0.85,0.0,0.0
52,2002-01-03 04:00:00,27.0,0.81,3.0,0.0
53,2002-01-03 05:00:00,28.0,0.81,0.0,0.0
54,2002-01-03 06:00:00,27.0,0.81,0.0,0.0
55,2002-01-03 07:00:00,27.0,0.81,0.0,0.0
56,2002-01-03 08:00:00,30.0,0.72,0.0,0.0
60,2002-01-03 12:00:00,40.0,0.47,5.0,0.0
61,2002-01-03 13:00:00,43.0,0.45,0.0,0.0
62,2002-01-03 14:00:00,44.0,0.45,0.0,0.0
63,2002-01-03 15:00:00,45.0,0.44,3.0,0.0
64,2002-01-03 16:00:00,43.0,0.47,7.0,0.0
65,2002-01-03 17:00:00,41.0,0.53,7.0,0.0
66,2002-01-03 18:00:00,40.0,0.55,3.0,0.0
67,2002-01-03 19:00:00,38.0,0.62,5.0,0.0
68,2002-01-03 20:00:00,37.0,0.59,6.0,0.0
69,2002-01-03 21:00:00,34.0,0.73,0.0,0.0
70,2002-01-03 22:00:00,33.0,0.75,0.0,0.0
71,2002-01-03 23:00:00,33.0,0.72,0.0,0.0
72,2002-01-04 00:00:00,32.0,0.75,3.0,0.0
73,2002-01-04 01:00:00,30.0,0.79,0.0,0.0
74,2002-01-04 02:00:00,30.0,0.79,5.0,0.0
75,2002-01-04 03:00:00,30.0,0.82,3.0,0.0
76,2002-01-04 04:00:00,29.0,0.85,0.0,0.0
77,2002-01-04 05:00:00,29.0,0.85,5.0,0.0
78,2002-01-04 06:00:00,29.0,0.85,0.0,0.0
79,2002-01-04 07:00:00,29.0,0.85,0.0,0.0
80,2002-01-04 08:00:00,34.0,0.73,0.0,0.0
81,2002-01-04 09:00:00,39.0,0.57,5.0,0.0
82,2002-01-04 10:00:00,42.0,0.6,8.0,0.0
86,2002-01-04 14:00:00,51.0,0.71,7.0,0.0
87,2002-01-04 15:00:00,50.0,0.74,7.0,0.0
89,2002-01-04 17:00:00,50.0,0.8,5.0,0.0
90,2002-01-04 18:00:00,49.0,0.86,5.0,0.0
91,2002-01-04 19:00:00,49.0,0.9,3.0,0.0
92,2002-01-04 20:00:00,47.0,1.0,3.0,0.0
93,2002-01-04 21:00:00,47.0,1.0,3.0,0.0
96,2002-01-05 00:00:00,48.0,1.0,3.0,0.0
99,2002-01-05 03:00:00,48.0,1.0,9.0,0.0
100,2002-01-05 04:00:00,48.0,1.0,9.0,0.0
101,2002-01-05 05:00:00,48.0,1.0,9.0,0.0
103,2002-01-05 07:00:00,49.0,1.0,0.0,0.0
104,2002-01-05 08:00:00,50.0,1.0,6.0,0.0
105,2002-01-05 09:00:00,53.0,0.96,8.0,0.0
106,2002-01-05 10:00:00,52.0,0.89,9.0,0.0
107,2002-01-05 11:00:00,51.0,0.8,12.0,0.0
108,2002-01-05 12:00:00,52.0,0.83,7.0,0.0
109,2002-01-05 13:00:00,51.0,0.86,9.0,0.0
110,2002-01-05 14:00:00,50.0,0.86,9.0,0.0
111,2002-01-05 15:00:00,50.0,0.83,18.0,0.0
112,2002-01-05 16:00:00,50.0,0.77,9.0,0.0
113,2002-01-05 17:00:00,50.0,0.74,8.0,0.0
115,2002-01-05 19:00:00,48.0,0.77,6.0,0.0
116,2002-01-05 20:00:00,47.0,0.83,5.0,0.0
117,2002-01-05 21:00:00,46.0,0.86,6.0,0.0
118,2002-01-05 22:00:00,45.0,0.86,6.0,0.0
119,2002-01-05 23:00:00,44.0,0.89,7.0,0.0
120,2002-01-06 00:00:00,44.0,0.85,6.0,0.0
121,2002-01-06 01:00:00,42.0,0.89,6.0,0.0
122,2002-01-06 02:00:00,42.0,0.89,8.0,0.0
123,2002-01-06 03:00:00,41.0,0.89,10.0,0.0
124,2002-01-06 04:00:00,40.0,0.89,9.0,0.0
125,2002-01-06 05:00:00,39.0,0.89,8.0,0.0
126,2002-01-06 06:00:00,39.0,0.86,8.0,0.0
127,2002-01-06 07:00:00,39.0,0.82,9.0,0.0
128,2002-01-06 08:00:00,42.0,0.76,9.0,0.0
129,2002-01-06 09:00:00,47.0,0.63,9.0,0.0
130,2002-01-06 10:00:00,52.0,0.57,3.0,0.0
131,2002-01-06 11:00:00,56.0,0.49,3.0,0.0
132,2002-01-06 12:00:00,61.0,0.39,6.0,0.0
133,2002-01-06 13:00:00,60.0,0.44,9.0,0.0
134,2002-01-06 14:00:00,62.0,0.38,3.0,0.0
135,2002-01-06 15:00:00,62.0,0.32,7.0,0.0
136,2002-01-06 16:00:00,61.0,0.35,5.0,0.0
137,2002-01-06 17:00:00,57.0,0.44,3.0,0.0
138,2002-01-06 18:00:00,54.0,0.49,5.0,0.0
139,2002-01-06 19:00:00,54.0,0.43,6.0,0.0
140,2002-01-06 20:00:00,53.0,0.41,6.0,0.0
141,2002-01-06 21:00:00,51.0,0.44,8.0,0.0
142,2002-01-06 22:00:00,48.0,0.5,7.0,0.0
143,2002-01-06 23:00:00,47.0,0.52,7.0,0.0
144,2002-01-07 00:00:00,46.0,0.5,6.0,0.0
145,2002-01-07 01:00:00,44.0,0.55,5.0,0.0
146,2002-01-07 02:00:00,39.0,0.76,0.0,0.0
147,2002-01-07 03:00:00,40.0,0.7,5.0,0.0
148,2002-01-07 04:00:00,40.0,0.7,8.0,0.0
149,2002-01-07 05:00:00,38.0,0.76,6.0,0.0
150,2002-01-07 06:00:00,36.0,0.86,0.0,0.0
151,2002-01-07 07:00:00,37.0,0.82,3.0,0.0
152,2002-01-07 08:00:00,41.0,0.7,6.0,0.0
153,2002-01-07 09:00:00,46.0,0.63,3.0,0.0
154,2002-01-07 10:00:00,51.0,0.5,0.0,0.0
155,2002-01-07 11:00:00,55.0,0.4,0.0,0.0
156,2002-01-07 12:00:00,57.0,0.41,5.0,0.0
157,2002-01-07 13:00:00,57.0,0.39,0.0,0.0
158,2002-01-07 14:00:00,59.0,0.36,3.0,0.0
159,2002-01-07 15:00:00,59.0,0.36,6.0,0.0
160,2002-01-07 16:00:00,58.0,0.38,3.0,0.0
161,2002-01-07 17:00:00,54.0,0.45,0.0,0.0
162,2002-01-07 18:00:00,49.0,0.55,0.0,0.0
164,2002-01-07 20:00:00,46.0,0.63,0.0,0.0
165,2002-01-07 21:00:00,44.0,0.68,0.0,0.0
166,2002-01-07 22:00:00,42.0,0.73,0.0,0.0
167,2002-01-07 23:00:00,40.0,0.79,0.0,0.0
168,2002-01-08 00:00:00,37.0,0.89,0.0,0.0
169,2002-01-08 01:00:00,40.0,0.77,0.0,0.0
170,2002-01-08 02:00:00,40.0,0.73,0.0,0.0
171,2002-01-08 03:00:00,40.0,0.73,0.0,0.0
172,2002-01-08 04:00:00,41.0,0.7,0.0,0.0
173,2002-01-08 05:00:00,39.0,0.79,0.0,0.0
174,2002-01-08 06:00:00,42.0,0.71,0.0,0.0
175,2002-01-08 07:00:00,35.0,0.96,0.0,0.0
176,2002-01-08 08:00:00,43.0,0.76,0.0,0.0
177,2002-01-08 09:00:00,51.0,0.64,5.0,0.0
178,2002-01-08 10:00:00,59.0,0.58,8.0,0.0
179,2002-01-08 11:00:00,62.0,0.52,14.0,0.0
180,2002-01-08 12:00:00,66.0,0.5,12.0,0.0
181,2002-01-08 13:00:00,67.0,0.47,12.0,0.0
182,2002-01-08 14:00:00,68.0,0.47,9.0,0.0
183,2002-01-08 15:00:00,67.0,0.49,8.0,0.0
184,2002-01-08 16:00:00,66.0,0.5,7.0,0.0
185,2002-01-08 17:00:00,62.0,0.58,5.0,0.0
186,2002-01-08 18:00:00,59.0,0.69,5.0,0.0
187,2002-01-08 19:00:00,56.0,0.77,0.0,0.0
188,2002-01-08 20:00:00,54.0,0.8,0.0,0.0
189,2002-01-08 21:00:00,53.0,0.8,3.0,0.0
190,2002-01-08 22:00:00,52.0,0.83,7.0,0.0
191,2002-01-08 23:00:00,51.0,0.89,6.0,0.0
192,2002-01-09 00:00:00,51.0,0.96,5.0,0.0
193,2002-01-09 01:00:00,52.0,1.0,6.0,0.0
194,2002-01-09 02:00:00,51.0,1.0,6.0,0.0
195,2002-01-09 03:00:00,51.0,1.0,0.0,0.0
196,2002-01-09 04:00:00,51.0,1.0,0.0,0.0
197,2002-01-09 05:00:00,53.0,0.96,6.0,0.0
198,2002-01-09 06:00:00,53.0,1.0,6.0,0.0
199,2002-01-09 07:00:00,55.0,0.96,6.0,0.0
200,2002-01-09 08:00:00,58.0,0.9,7.0,0.0
201,2002-01-09 09:00:00,61.0,0.84,9.0,0.0
202,2002-01-09 10:00:00,65.0,0.7,10.0,0.0
203,2002-01-09 11:00:00,69.0,0.61,13.0,0.0
204,2002-01-09 12:00:00,72.0,0.53,12.0,0.0
205,2002-01-09 13:00:00,73.0,0.51,15.0,0.0
206,2002-01-09 14:00:00,73.0,0.51,14.0,0.0
207,2002-01-09 15:00:00,73.0,0.53,9.0,0.0
208,2002-01-09 16:00:00,72.0,0.52,13.0,0.0
209,2002-01-09 17:00:00,69.0,0.57,5.0,0.0
210,2002-01-09 18:00:00,66.0,0.63,5.0,0.0
211,2002-01-09 19:00:00,64.0,0.68,5.0,0.0
212,2002-01-09 20:00:00,62.0,0.73,7.0,0.0
213,2002-01-09 21:00:00,61.0,0.9,8.0,0.0
214,2002-01-09 22:00:00,60.0,0.96,8.0,0.0
215,2002-01-09 23:00:00,59.0,0.96,9.0,0.0
216,2002-01-10 00:00:00,59.0,0.96,7.0,0.0
217,2002-01-10 01:00:00,59.0,0.96,6.0,0.0
218,2002-01-10 02:00:00,57.0,1.0,5.0,0.0
219,2002-01-10 03:00:00,58.0,1.0,7.0,0.0
220,2002-01-10 04:00:00,60.0,1.0,10.0,0.0
221,2002-01-10 05:00:00,60.0,1.0,7.0,0.0
222,2002-01-10 06:00:00,60.0,0.96,9.0,0.0
224,2002-01-10 08:00:00,61.0,0.93,8.0,0.0
225,2002-01-10 09:00:00,63.0,0.9,6.0,0.0
226,2002-01-10 10:00:00,65.0,0.84,6.0,0.0
227,2002-01-10 11:00:00,67.0,0.81,8.0,0.0
229,2002-01-10 13:00:00,69.0,0.76,7.0,0.0
230,2002-01-10 14:00:00,69.0,0.76,0.0,0.0
231,2002-01-10 15:00:00,69.0,0.76,0.0,0.0
232,2002-01-10 16:00:00,66.0,0.73,10.0,0.0
233,2002-01-10 17:00:00,62.0,0.6,9.0,0.0
234,2002-01-10 18:00:00,58.0,0.58,12.0,0.0
235,2002-01-10 19:00:00,57.0,0.62,9.0,0.0
236,2002-01-10 20:00:00,56.0,0.67,8.0,0.0
237,2002-01-10 21:00:00,55.0,0.69,9.0,0.0
238,2002-01-10 22:00:00,55.0,0.67,8.0,0.0
239,2002-01-10 23:00:00,53.0,0.69,6.0,0.0
240,2002-01-11 00:00:00,53.0,0.64,7.0,0.0
241,2002-01-11 01:00:00,53.0,0.55,8.0,0.0
242,2002-01-11 02:00:00,53.0,0.52,12.0,0.0
243,2002-01-11 03:00:00,52.0,0.55,12.0,0.0
244,2002-01-11 04:00:00,52.0,0.53,10.0,0.0
246,2002-01-11 06:00:00,50.0,0.57,7.0,0.0
247,2002-01-11 07:00:00,50.0,0.57,12.0,0.0
248,2002-01-11 08:00:00,51.0,0.56,12.0,0.0
249,2002-01-11 09:00:00,51.0,0.56,12.0,0.0
250,2002-01-11 10:00:00,54.0,0.51,9.0,0.0
251,2002-01-11 11:00:00,56.0,0.49,12.0,0.0
252,2002-01-11 12:00:00,55.0,0.51,8.0,0.0
253,2002-01-11 13:00:00,60.0,0.46,9.0,0.0
254,2002-01-11 14:00:00,60.0,0.46,9.0,0.0
255,2002-01-11 15:00:00,59.0,0.44,12.0,0.0
256,2002-01-11 16:00:00,57.0,0.45,9.0,0.0
257,2002-01-11 17:00:00,56.0,0.46,6.0,0.0
258,2002-01-11 18:00:00,55.0,0.49,3.0,0.0
259,2002-01-11 19:00:00,52.0,0.57,3.0,0.0
260,2002-01-11 20:00:00,51.0,0.56,0.0,0.0
261,2002-01-11 21:00:00,49.0,0.59,0.0,0.0
262,2002-01-11 22:00:00,48.0,0.61,6.0,0.0
263,2002-01-11 23:00:00,47.0,0.59,3.0,0.0
264,2002-01-12 00:00:00,45.0,0.66,0.0,0.0
265,2002-01-12 01:00:00,44.0,0.65,0.0,0.0
266,2002-01-12 02:00:00,43.0,0.71,6.0,0.0
267,2002-01-12 03:00:00,43.0,0.8,6.0,0.0
268,2002-01-12 04:00:00,42.0,0.79,7.0,0.0
269,2002-01-12 05:00:00,39.0,0.89,6.0,0.0
270,2002-01-12 06:00:00,40.0,0.83,8.0,0.0
271,2002-01-12 07:00:00,40.0,0.79,8.0,0.0
272,2002-01-12 08:00:00,43.0,0.71,10.0,0.0
273,2002-01-12 09:00:00,49.0,0.59,12.0,0.0
274,2002-01-12 10:00:00,56.0,0.51,6.0,0.0
275,2002-01-12 11:00:00,62.0,0.35,13.0,0.0
276,2002-01-12 12:00:00,64.0,0.33,12.0,0.0
277,2002-01-12 13:00:00,65.0,0.29,9.0,0.0
278,2002-01-12 14:00:00,65.0,0.31,8.0,0.0
279,2002-01-12 15:00:00,65.0,0.31,8.0,0.0
280,2002-01-12 16:00:00,62.0,0.32,9.0,0.0
281,2002-01-12 17:00:00,59.0,0.36,3.0,0.0
282,2002-01-12 18:00:00,55.0,0.42,6.0,0.0
283,2002-01-12 19:00:00,53.0,0.43,3.0,0.0
284,2002-01-12 20:00:00,50.0,0.5,3.0,0.0
285,2002-01-12 21:00:00,44.0,0.73,0.0,0.0
286,2002-01-12 22:00:00,46.0,0.66,0.0,0.0
287,2002-01-12 23:00:00,44.0,0.68,0.0,0.0
288,2002-01-13 00:00:00,43.0,0.71,0.0,0.0
289,2002-01-13 01:00:00,44.0,0.76,3.0,0.0
290,2002-01-13 02:00:00,43.0,0.8,3.0,0.0
291,2002-01-13 03:00:00,39.0,0.89,0.0,0.0
292,2002-01-13 04:00:00,37.0,0.93,0.0,0.0
293,2002-01-13 05:00:00,33.0,1.0,0.0,0.0
294,2002-01-13 06:00:00,32.0,1.0,0.0,0.0
295,2002-01-13 07:00:00,38.0,0.79,0.0,0.0
296,2002-01-13 08:00:00,44.0,0.65,6.0,0.0
297,2002-01-13 09:00:00,53.0,0.51,7.0,0.0
298,2002-01-13 10:00:00,58.0,0.41,13.0,0.0
299,2002-01-13 11:00:00,61.0,0.39,10.0,0.0
300,2002-01-13 12:00:00,65.0,0.37,12.0,0.0
301,2002-01-13 13:00:00,69.0,0.32,13.0,0.0
302,2002-01-13 14:00:00,68.0,0.33,15.0,0.0
303,2002-01-13 15:00:00,68.0,0.31,14.0,0.0
304,2002-01-13 16:00:00,66.0,0.34,12.0,0.0
305,2002-01-13 17:00:00,63.0,0.38,6.0,0.0
306,2002-01-13 18:00:00,61.0,0.43,8.0,0.0
307,2002-01-13 19:00:00,58.0,0.48,7.0,0.0
308,2002-01-13 20:00:00,55.0,0.55,0.0,0.0
309,2002-01-13 21:00:00,55.0,0.55,3.0,0.0
310,2002-01-13 22:00:00,53.0,0.61,3.0,0.0
311,2002-01-13 23:00:00,50.0,0.68,0.0,0.0
312,2002-01-14 00:00:00,48.0,0.74,0.0,0.0
313,2002-01-14 01:00:00,47.0,0.77,3.0,0.0
314,2002-01-14 02:00:00,51.0,0.61,6.0,0.0
315,2002-01-14 03:00:00,46.0,0.77,0.0,0.0
316,2002-01-14 04:00:00,47.0,0.71,5.0,0.0
317,2002-01-14 05:00:00,45.0,0.8,7.0,0.0
318,2002-01-14 06:00:00,45.0,0.68,0.0,0.0
319,2002-01-14 07:00:00,49.0,0.5,10.0,0.0
320,2002-01-14 08:00:00,54.0,0.38,10.0,0.0
321,2002-01-14 09:00:00,57.0,0.34,9.0,0.0
322,2002-01-14 10:00:00,60.0,0.32,13.0,0.0
323,2002-01-14 11:00:00,62.0,0.31,8.0,0.0
324,2002-01-14 12:00:00,64.0,0.3,8.0,0.0
325,2002-01-14 13:00:00,64.0,0.29,9.0,0.0
326,2002-01-14 14:00:00,65.0,0.27,8.0,0.0
327,2002-01-14 15:00:00,64.0,0.28,8.0,0.0
328,2002-01-14 16:00:00,63.0,0.27,6.0,0.0
329,2002-01-14 17:00:00,60.0,0.32,5.0,0.0
330,2002-01-14 18:00:00,57.0,0.36,0.0,0.0
345,2002-01-15 09:00:00,53.0,0.41,7.0,0.0
346,2002-01-15 10:00:00,56.0,0.42,7.0,0.0
347,2002-01-15 11:00:00,61.0,0.36,9.0,0.0
349,2002-01-15 13:00:00,67.0,0.27,13.0,0.0
350,2002-01-15 14:00:00,67.0,0.27,14.0,0.0
351,2002-01-15 15:00:00,67.0,0.28,14.0,0.0
352,2002-01-15 16:00:00,65.0,0.29,9.0,0.0
353,2002-01-15 17:00:00,62.0,0.35,12.0,0.0
354,2002-01-15 18:00:00,60.0,0.42,10.0,0.0
355,2002-01-15 19:00:00,57.0,0.51,13.0,0.0
356,2002-01-15 20:00:00,55.0,0.62,8.0,0.0
357,2002-01-15 21:00:00,54.0,0.72,9.0,0.0
358,2002-01-15 22:00:00,52.0,0.8,8.0,0.0
359,2002-01-15 23:00:00,50.0,0.89,3.0,0.0
360,2002-01-16 00:00:00,49.0,0.93,5.0,0.0
361,2002-01-16 01:00:00,48.0,0.96,0.0,0.0
362,2002-01-16 02:00:00,47.0,0.97,0.0,0.0
363,2002-01-16 03:00:00,46.0,1.0,3.0,0.0
364,2002-01-16 04:00:00,47.0,1.0,3.0,0.0
365,2002-01-16 05:00:00,49.0,1.0,0.0,0.0
366,2002-01-16 06:00:00,50.0,1.0,5.0,0.0
367,2002-01-16 07:00:00,50.0,1.0,0.0,0.0
368,2002-01-16 08:00:00,51.0,1.0,3.0,0.0
369,2002-01-16 09:00:00,54.0,0.97,5.0,0.0
370,2002-01-16 10:00:00,59.0,0.9,3.0,0.0
371,2002-01-16 11:00:00,63.0,0.84,8.0,0.0
372,2002-01-16 12:00:00,65.0,0.84,6.0,0.0
374,2002-01-16 14:00:00,70.0,0.73,12.0,0.0
375,2002-01-16 15:00:00,70.0,0.73,8.0,0.0
376,2002-01-16 16:00:00,70.0,0.73,7.0,0.0
377,2002-01-16 17:00:00,67.0,0.81,3.0,0.0
378,2002-01-16 18:00:00,64.0,0.87,0.0,0.0
379,2002-01-16 19:00:00,62.0,0.93,0.0,0.0
380,2002-01-16 20:00:00,59.0,0.96,0.0,0.0
382,2002-01-16 22:00:00,62.0,0.93,0.0,0.0
383,2002-01-16 23:00:00,61.0,1.0,0.0,0.0
384,2002-01-17 00:00:00,61.0,1.0,0.0,0.0
385,2002-01-17 01:00:00,61.0,1.0,0.0,0.0
387,2002-01-17 03:00:00,62.0,1.0,0.0,0.0
389,2002-01-17 05:00:00,53.0,1.0,6.0,0.0
390,2002-01-17 06:00:00,50.0,1.0,6.0,0.0
391,2002-01-17 07:00:00,50.0,1.0,6.0,0.0
392,2002-01-17 08:00:00,50.0,1.0,5.0,0.0
393,2002-01-17 09:00:00,51.0,0.96,0.0,0.0
394,2002-01-17 10:00:00,53.0,0.93,7.0,0.0
395,2002-01-17 11:00:00,55.0,0.87,0.0,0.0
396,2002-01-17 12:00:00,56.0,0.84,5.0,0.0
397,2002-01-17 13:00:00,59.0,0.75,5.0,0.0
398,2002-01-17 14:00:00,60.0,0.72,6.0,0.0
399,2002-01-17 15:00:00,61.0,0.75,7.0,0.0
400,2002-01-17 16:00:00,58.0,0.72,8.0,0.0
401,2002-01-17 17:00:00,56.0,0.7,9.0,0.0
402,2002-01-17 18:00:00,54.0,0.67,7.0,0.0
403,2002-01-17 19:00:00,53.0,0.66,3.0,0.0
404,2002-01-17 20:00:00,52.0,0.66,6.0,0.0
405,2002-01-17 21:00:00,52.0,0.66,6.0,0.0
406,2002-01-17 22:00:00,52.0,0.72,3.0,0.0
407,2002-01-17 23:00:00,52.0,0.66,10.0,0.0
408,2002-01-18 00:00:00,50.0,0.63,5.0,1.0
409,2002-01-18 01:00:00,49.0,0.69,7.0,1.0
410,2002-01-18 02:00:00,49.0,0.66,8.0,1.0
411,2002-01-18 03:00:00,48.0,0.71,8.0,1.0
412,2002-01-18 04:00:00,48.0,0.58,8.0,1.0
413,2002-01-18 05:00:00,47.0,0.61,8.0,1.0
414,2002-01-18 06:00:00,46.0,0.61,5.0,1.0
415,2002-01-18 07:00:00,46.0,0.61,7.0,1.0
416,2002-01-18 08:00:00,44.0,0.71,7.0,1.0
417,2002-01-18 09:00:00,44.0,0.73,5.0,1.0
418,2002-01-18 10:00:00,45.0,0.77,5.0,1.0
419,2002-01-18 11:00:00,46.0,0.79,0.0,1.0
420,2002-01-18 12:00:00,47.0,0.86,3.0,1.0
421,2002-01-18 13:00:00,48.0,0.83,5.0,1.0
422,2002-01-18 14:00:00,49.0,0.83,3.0,1.0
423,2002-01-18 15:00:00,49.0,0.9,0.0,1.0
424,2002-01-18 16:00:00,50.0,0.89,3.0,1.0
425,2002-01-18 17:00:00,50.0,0.86,0.0,1.0
427,2002-01-18 19:00:00,50.0,0.89,3.0,1.0
428,2002-01-18 20:00:00,50.0,0.93,5.0,1.0
429,2002-01-18 21:00:00,51.0,0.89,3.0,1.0
430,2002-01-18 22:00:00,50.0,0.93,0.0,1.0
431,2002-01-18 23:00:00,50.0,1.0,0.0,1.0
432,2002-01-19 00:00:00,51.0,0.96,0.0,0.0
433,2002-01-19 01:00:00,50.0,1.0,0.0,0.0
434,2002-01-19 02:00:00,50.0,1.0,3.0,0.0
435,2002-01-19 03:00:00,50.0,1.0,7.0,0.0
436,2002-01-19 04:00:00,51.0,1.0,3.0,0.0
437,2002-01-19 05:00:00,52.0,1.0,7.0,0.0
438,2002-01-19 06:00:00,52.0,1.0,0.0,0.0
439,2002-01-19 07:00:00,55.0,0.87,9.0,0.0
440,2002-01-19 08:00:00,54.0,0.8,15.0,0.0
441,2002-01-19 09:00:00,53.0,0.77,14.0,0.0
442,2002-01-19 10:00:00,53.0,0.72,10.0,0.0
443,2002-01-19 11:00:00,54.0,0.62,15.0,0.0
444,2002-01-19 12:00:00,56.0,0.46,14.0,0.0
445,2002-01-19 13:00:00,57.0,0.37,12.0,0.0
446,2002-01-19 14:00:00,58.0,0.35,10.0,0.0
447,2002-01-19 15:00:00,57.0,0.29,12.0,0.0
448,2002-01-19 16:00:00,55.0,0.31,10.0,0.0
449,2002-01-19 17:00:00,52.0,0.35,7.0,0.0
450,2002-01-19 18:00:00,49.0,0.39,3.0,0.0
451,2002-01-19 19:00:00,47.0,0.41,5.0,0.0
452,2002-01-19 20:00:00,44.0,0.47,0.0,0.0
453,2002-01-19 21:00:00,44.0,0.47,5.0,0.0
454,2002-01-19 22:00:00,43.0,0.49,3.0,0.0
455,2002-01-19 23:00:00,37.0,0.79,0.0,0.0
456,2002-01-20 00:00:00,38.0,0.68,0.0,0.0
457,2002-01-20 01:00:00,36.0,0.76,0.0,0.0
458,2002-01-20 02:00:00,35.0,0.82,0.0,0.0
459,2002-01-20 03:00:00,37.0,0.73,0.0,0.0
460,2002-01-20 04:00:00,40.0,0.65,8.0,0.0
461,2002-01-20 05:00:00,40.0,0.7,5.0,0.0
462,2002-01-20 06:00:00,41.0,0.7,7.0,0.0
463,2002-01-20 07:00:00,42.0,0.73,8.0,0.0
464,2002-01-20 08:00:00,43.0,0.76,7.0,0.0
465,2002-01-20 09:00:00,45.0,0.77,6.0,0.0
466,2002-01-20 10:00:00,48.0,0.63,8.0,0.0
468,2002-01-20 12:00:00,51.0,0.71,7.0,0.0
469,2002-01-20 13:00:00,57.0,0.69,9.0,0.0
470,2002-01-20 14:00:00,59.0,0.69,13.0,0.0
471,2002-01-20 15:00:00,61.0,0.63,6.0,0.0
472,2002-01-20 16:00:00,60.0,0.62,7.0,0.0
473,2002-01-20 17:00:00,56.0,0.75,5.0,0.0
474,2002-01-20 18:00:00,53.0,0.83,3.0,0.0
475,2002-01-20 19:00:00,53.0,0.83,0.0,0.0
476,2002-01-20 20:00:00,51.0,0.89,0.0,0.0
477,2002-01-20 21:00:00,50.0,0.89,0.0,0.0
478,2002-01-20 22:00:00,49.0,0.93,0.0,0.0
479,2002-01-20 23:00:00,51.0,0.89,5.0,0.0
480,2002-01-21 00:00:00,51.0,0.89,9.0,0.0
481,2002-01-21 01:00:00,50.0,0.89,9.0,0.0
482,2002-01-21 02:00:00,50.0,0.86,9.0,0.0
483,2002-01-21 03:00:00,48.0,0.89,5.0,0.0
484,2002-01-21 04:00:00,47.0,0.93,7.0,0.0
485,2002-01-21 05:00:00,45.0,1.0,5.0,0.0
486,2002-01-21 06:00:00,44.0,1.0,7.0,0.0
487,2002-01-21 07:00:00,44.0,0.96,5.0,0.0
488,2002-01-21 08:00:00,47.0,0.9,3.0,0.0
